Source	Target	weight
group_125	group_174	7.3555e-07
group_125	sp-P33341-YEHB_ECOLI	7.3555e-07
group_125	sp-Q79E92-YKGN_ECOLI	1.0977e-09
group_125	group_583	6.50254e-07
group_125	group_283	6.94272e-08
group_125	group_279	6.50254e-07
group_125	sp-P33343-YEHD_ECOLI	6.94272e-08
group_125	sp-P51026-YI2A_ECOLX	6.94272e-08
group_125	group_219	6.94272e-08
group_127	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	1.64463e-07
group_127	group_133	7.15883e-08
group_127	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	9.33644e-08
group_127	group_144	9.33644e-08
group_127	group_139	9.33644e-08
group_127	sp-Q8DKG1-COAE_THEEB	9.33644e-08
group_127	group_45	9.33644e-08
group_127	group_132	1.20989e-07
group_127	group_291	9.6995e-07
group_128	group_53	7.11597e-13
group_128	group_292	9.14108e-12
group_128	sp-P74007-SPOT_SYNY3	1.58158e-10
group_128	group_262	2.93885e-09
group_128	group_94	2.45205e-09
group_128	group_37	5.12908e-07
group_128	group_137	3.44526e-08
group_128	sp-P77515-STFQ_ECOLI	4.93979e-07
group_13	group_233	4.16884e-07
group_13	group_277	4.2841e-08
group_13	group_498	2.48933e-07
group_13	group_224	1.0768e-08
group_13	group_223	1.55197e-08
group_13	group_40	1.10209e-09
group_13	sp-P75436-T1MD_MYCPN	1.24442e-11
group_13	group_79	1.24442e-11
group_13	sp-P16940-YIS2_SHISO~~~sp-Q47718-INSO2_ECOLI	9.04698e-11
group_131	group_249	6.06099e-07
group_131	group_8	5.55073e-07
group_131	group_3	2.39898e-07
group_131	group_182	2.64257e-09
group_132	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	2.71832e-07
group_132	group_133	1.20989e-07
group_132	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	1.56947e-07
group_132	group_144	1.56947e-07
group_132	group_139	1.56947e-07
group_132	sp-Q8DKG1-COAE_THEEB	1.56947e-07
group_132	group_45	1.56947e-07
group_133	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	1.64463e-07
group_133	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	9.33644e-08
group_133	group_144	9.33644e-08
group_133	group_139	9.33644e-08
group_133	sp-Q8DKG1-COAE_THEEB	9.33644e-08
group_133	group_45	9.33644e-08
group_133	group_291	9.6995e-07
group_134	group_608	2.17933e-11
group_134	sp-P15026-ISTB_PSEAI	2.17933e-11
group_134	sp-Q45618-TRA6_GEOSE	2.17933e-11
group_134	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	2.17933e-11
group_134	group_607	4.33246e-11
group_134	group_566	1.02081e-11
group_134	group_410	1.02081e-11
group_134	group_397	1.02081e-11
group_134	group_349	1.02081e-11
group_134	group_285	1.02081e-11
group_134	sp-C0SP84-YTLA_BACSU	1.02081e-11
group_134	group_263	1.02081e-11
group_134	sp-P07620-PARA_ECOLX	1.02081e-11
group_134	sp-P37415-YTL2_SALTY	1.02081e-11
group_134	sp-Q9S4X2-YUBD_ECOLI	1.02081e-11
group_134	sp-Q47688-YKFC_ECOLI	1.02081e-11
group_134	sp-Q52563-STBA_PSEUB	1.02081e-11
group_134	group_226	1.02081e-11
group_134	sp-O82898-YUBF_ECO57	1.02081e-11
group_134	sp-P23832-SAMB_SALTM	1.02081e-11
group_134	group_208	1.02081e-11
group_134	group_198	1.02081e-11
group_134	group_191	1.02081e-11
group_134	group_188	1.02081e-11
group_134	sp-Q9S4X1-YUBE_ECOLI	1.02081e-11
group_134	sp-P0A248-VIRB_SHISO	1.02081e-11
group_134	group_178	1.02081e-11
group_134	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	1.02081e-11
group_134	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	1.02081e-11
group_134	group_85	1.02081e-11
group_134	group_82	1.02081e-11
group_134	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.77957e-10
group_134	group_24	1.02081e-11
group_134	group_6	1.02081e-11
group_134	group_549	8.58631e-11
group_134	group_447	8.58631e-11
group_134	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	2.03176e-11
group_134	sp-P26949-CAF1A_YERPE	2.03176e-11
group_134	group_274	2.03176e-11
group_134	sp-P59696-T200_SALTY	2.03176e-11
group_134	group_241	8.58631e-11
group_134	sp-P76155-TFAQ_ECOLI	8.58631e-11
group_134	group_234	2.03176e-11
group_134	sp-P26948-CAF1_YERPE	2.03176e-11
group_134	sp-P26926-CAF1M_YERPE	2.03176e-11
group_134	sp-P26950-CAF1R_YERPE	2.03176e-11
group_134	sp-Q1CC63-YUBL_YERPN	2.03176e-11
group_134	sp-Q9ZGR8-YUBM_ECO57	2.03176e-11
group_134	group_523	4.03143e-11
group_134	sp-Q1RK58-PLD_RICBR	7.97501e-11
group_137	group_53	1.37322e-08
group_137	group_292	4.84522e-07
group_137	sp-P74007-SPOT_SYNY3	6.29898e-07
group_137	group_262	7.52582e-07
group_137	group_66	1.1857e-13
group_137	group_157	1.34862e-07
group_137	group_307	1.23584e-08
group_137	group_33	8.00428e-07
group_137	group_294	2.66481e-07
group_137	group_237	2.80175e-07
group_137	group_225	2.80175e-07
group_137	group_204	2.80175e-07
group_138	group_47	7.20427e-09
group_139	group_147	8.34725e-07
group_139	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	9.33644e-08
group_139	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	5.26628e-08
group_139	group_144	5.26628e-08
group_139	sp-Q8DKG1-COAE_THEEB	5.26628e-08
group_139	group_45	5.26628e-08
group_14	group_53	6.82753e-08
group_14	group_63	5.91011e-07
group_14	group_60	5.91011e-07
group_14	sp-P77515-STFQ_ECOLI	2.45691e-14
group_14	group_34	3.22588e-11
group_14	group_302	3.04376e-10
group_14	group_313	1.1291e-08
group_14	group_183	4.55103e-08
group_143	group_298	5.47534e-09
group_143	group_248	5.47534e-09
group_143	group_97	2.71915e-08
group_143	group_369	9.05246e-08
group_144	group_147	8.34725e-07
group_144	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	9.33644e-08
group_144	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	5.26628e-08
group_144	sp-Q8DKG1-COAE_THEEB	5.26628e-08
group_144	group_45	5.26628e-08
group_147	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	6.6206e-07
group_147	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	8.34725e-07
group_147	sp-Q8DKG1-COAE_THEEB	8.34725e-07
group_147	group_45	8.34725e-07
group_149	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	5.98688e-09
group_149	sp-P43755-RIR2_HAEIN	3.43533e-09
group_149	group_154	2.49576e-10
group_149	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	5.20833e-08
group_149	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	1.83592e-07
group_149	sp-P0A9K1-PHOH_ECOLI	1.96192e-09
group_149	group_249	3.31828e-09
group_149	group_54	7.85029e-08
group_149	group_8	9.41567e-09
group_149	group_99	2.92938e-07
group_149	group_3	6.02314e-07
group_15	group_253	6.92044e-11
group_15	group_157	6.44238e-10
group_15	group_307	4.1906e-11
group_15	group_27	1.34153e-12
group_15	group_308	2.3221e-11
group_15	group_73	4.12536e-12
group_15	group_9	4.12536e-12
group_15	group_303	1.15944e-10
group_15	group_250	1.15944e-10
group_15	group_273	4.26481e-14
group_15	group_195	6.26225e-11
group_15	group_5	4.26481e-14
group_15	group_33	3.83248e-16
group_15	group_257	1.23276e-15
group_15	group_58	1.62657e-16
group_15	group_294	2.87527e-13
group_15	group_237	5.42433e-14
group_15	group_225	5.42433e-14
group_15	group_204	4.01544e-13
group_154	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	4.50457e-09
group_154	sp-P43755-RIR2_HAEIN	2.59026e-09
group_154	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	4.08229e-08
group_154	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	1.46672e-07
group_154	sp-P0A9K1-PHOH_ECOLI	1.5334e-09
group_154	group_249	2.67544e-09
group_154	group_54	6.5463e-08
group_154	group_8	7.80737e-09
group_154	group_99	2.68683e-07
group_154	group_3	5.54071e-07
group_157	group_94	5.73897e-07
group_157	group_307	1.53277e-07
group_157	group_27	3.94391e-08
group_157	group_308	2.33387e-08
group_157	group_73	2.33387e-08
group_157	group_9	2.33387e-08
group_157	group_303	7.78773e-08
group_157	group_250	7.78773e-08
group_157	group_273	4.50619e-08
group_157	group_195	4.50619e-08
group_157	group_5	4.50619e-08
group_157	group_33	1.24312e-09
group_157	group_257	6.44238e-10
group_157	group_58	6.44238e-10
group_157	group_294	4.00946e-10
group_157	group_237	4.81616e-10
group_157	group_225	4.81616e-10
group_157	group_204	4.81616e-10
group_160	group_252	2.00074e-08
group_174	group_233	4.44613e-08
group_174	group_284	1.48101e-07
group_174	group_264	1.27907e-08
group_174	group_4	1.27907e-08
group_174	group_498	1.70449e-08
group_174	group_194	1.43223e-07
group_174	group_282	1.88899e-07
group_174	group_269	6.675e-08
group_174	sp-P33342-YEHC_ECOLI	1.80047e-12
group_174	sp-P33341-YEHB_ECOLI	1.80047e-12
group_174	sp-Q79E92-YKGN_ECOLI	5.33365e-09
group_174	sp-P0AG11-UMUD_ECOLI~~~sp-P0AG13-UMUD_SHIFL	1.97932e-07
group_174	group_283	4.4911e-10
group_174	sp-P33343-YEHD_ECOLI	4.4911e-10
group_174	sp-P51026-YI2A_ECOLX	4.4911e-10
group_174	group_219	4.4911e-10
group_175	group_313	1.20866e-09
group_175	group_183	2.50127e-08
group_178	group_59	2.2665e-08
group_178	group_38	1.71911e-10
group_178	group_608	8.88885e-17
group_178	sp-P15026-ISTB_PSEAI	8.88885e-17
group_178	sp-Q45618-TRA6_GEOSE	8.88885e-17
group_178	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	8.88885e-17
group_178	group_607	2.50398e-16
group_178	group_566	3.84512e-17
group_178	group_410	3.84512e-17
group_178	group_397	3.84512e-17
group_178	group_349	3.84512e-17
group_178	group_285	3.84512e-17
group_178	sp-C0SP84-YTLA_BACSU	3.84512e-17
group_178	group_263	3.84512e-17
group_178	sp-P07620-PARA_ECOLX	3.84512e-17
group_178	sp-P37415-YTL2_SALTY	3.84512e-17
group_178	sp-Q9S4X2-YUBD_ECOLI	3.84512e-17
group_178	sp-Q47688-YKFC_ECOLI	3.84512e-17
group_178	sp-Q52563-STBA_PSEUB	3.84512e-17
group_178	group_226	3.84512e-17
group_178	sp-O82898-YUBF_ECO57	3.84512e-17
group_178	sp-P23832-SAMB_SALTM	3.84512e-17
group_178	group_208	3.84512e-17
group_178	group_198	3.84512e-17
group_178	group_191	3.84512e-17
group_178	group_188	3.84512e-17
group_178	sp-Q9S4X1-YUBE_ECOLI	3.84512e-17
group_178	sp-P0A248-VIRB_SHISO	3.84512e-17
group_178	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	3.84512e-17
group_178	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	3.84512e-17
group_178	group_85	3.84512e-17
group_178	group_82	3.84512e-17
group_178	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.57771e-15
group_178	group_24	3.84512e-17
group_178	group_6	3.84512e-17
group_178	group_549	7.02638e-16
group_178	group_447	7.02638e-16
group_178	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	1.08423e-16
group_178	sp-P26949-CAF1A_YERPE	1.08423e-16
group_178	group_274	1.08423e-16
group_178	sp-P59696-T200_SALTY	1.08423e-16
group_178	group_241	7.02638e-16
group_178	sp-P76155-TFAQ_ECOLI	7.02638e-16
group_178	group_234	1.08423e-16
group_178	sp-P26948-CAF1_YERPE	1.08423e-16
group_178	sp-P26926-CAF1M_YERPE	1.08423e-16
group_178	sp-P26950-CAF1R_YERPE	1.08423e-16
group_178	sp-Q1CC63-YUBL_YERPN	1.08423e-16
group_178	sp-Q9ZGR8-YUBM_ECO57	1.08423e-16
group_178	group_523	3.04548e-16
group_178	sp-Q1RK58-PLD_RICBR	8.52183e-16
group_178	group_500	2.84499e-09
group_178	group_546	5.30947e-08
group_178	sp-A9R2J1-XNI_YERPG	5.30947e-08
group_182	group_8	4.56557e-07
group_182	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	2.11125e-08
group_182	group_3	1.88951e-07
group_182	group_591	7.7949e-07
group_182	group_522	7.7949e-07
group_182	sp-P03014-PINE_ECOLI	7.7949e-07
group_182	group_232	7.7949e-07
group_182	group_78	2.92831e-07
group_183	sp-P77515-STFQ_ECOLI	1.1285e-07
group_183	group_313	2.15449e-14
group_188	group_59	2.2665e-08
group_188	group_38	1.71911e-10
group_188	group_608	8.88885e-17
group_188	sp-P15026-ISTB_PSEAI	8.88885e-17
group_188	sp-Q45618-TRA6_GEOSE	8.88885e-17
group_188	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	8.88885e-17
group_188	group_607	2.50398e-16
group_188	group_566	3.84512e-17
group_188	group_410	3.84512e-17
group_188	group_397	3.84512e-17
group_188	group_349	3.84512e-17
group_188	group_285	3.84512e-17
group_188	sp-C0SP84-YTLA_BACSU	3.84512e-17
group_188	group_263	3.84512e-17
group_188	sp-P07620-PARA_ECOLX	3.84512e-17
group_188	sp-P37415-YTL2_SALTY	3.84512e-17
group_188	sp-Q9S4X2-YUBD_ECOLI	3.84512e-17
group_188	sp-Q47688-YKFC_ECOLI	3.84512e-17
group_188	sp-Q52563-STBA_PSEUB	3.84512e-17
group_188	group_226	3.84512e-17
group_188	sp-O82898-YUBF_ECO57	3.84512e-17
group_188	sp-P23832-SAMB_SALTM	3.84512e-17
group_188	group_208	3.84512e-17
group_188	group_198	3.84512e-17
group_188	group_191	3.84512e-17
group_188	sp-Q9S4X1-YUBE_ECOLI	3.84512e-17
group_188	sp-P0A248-VIRB_SHISO	3.84512e-17
group_188	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	3.84512e-17
group_188	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	3.84512e-17
group_188	group_85	3.84512e-17
group_188	group_82	3.84512e-17
group_188	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.57771e-15
group_188	group_24	3.84512e-17
group_188	group_6	3.84512e-17
group_188	group_549	7.02638e-16
group_188	group_447	7.02638e-16
group_188	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	1.08423e-16
group_188	sp-P26949-CAF1A_YERPE	1.08423e-16
group_188	group_274	1.08423e-16
group_188	sp-P59696-T200_SALTY	1.08423e-16
group_188	group_241	7.02638e-16
group_188	sp-P76155-TFAQ_ECOLI	7.02638e-16
group_188	group_234	1.08423e-16
