Source	Target	p	successes	observations	rate	expected	total source	total target	fraction source	fraction target
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-P26926-CAF1M_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-P26948-CAF1_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-P26949-CAF1A_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-P26950-CAF1R_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-P37415-YTL2_SALTY	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-P59696-T200_SALTY	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.3923e-18	189	204	0.668685	136	156	37	0.764706	0.181373
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-P76155-TFAQ_ECOLI	4.10194e-19	190	204	0.67128	137	156	36	0.764706	0.176471
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-Q1CC63-YUBL_YERPN	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-Q1RK58-PLD_RICBR	1.42414e-18	190	204	0.676471	138	156	34	0.764706	0.166667
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-Q45618-TRA6_GEOSE	3.07033e-23	194	204	0.66609	136	156	38	0.764706	0.186275
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	3.07033e-23	194	204	0.66609	136	156	38	0.764706	0.186275
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-Q47688-YKFC_ECOLI	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-Q52563-STBA_PSEUB	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-Q9S4X1-YUBE_ECOLI	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-Q9S4X2-YUBD_ECOLI	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	sp-Q9ZGR8-YUBM_ECO57	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
sp-P15026-ISTB_PSEAI	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	3.9284e-11	168	204	0.610727	125	38	138	0.186275	0.676471
sp-P15026-ISTB_PSEAI	sp-P43755-RIR2_HAEIN	6.61293e-11	167	204	0.607651	124	38	137	0.186275	0.671569
sp-P15026-ISTB_PSEAI	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	2.02569e-12	167	204	0.589196	120	38	131	0.186275	0.642157
sp-P15026-ISTB_PSEAI	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	5.64089e-14	171	204	0.595348	121	38	133	0.186275	0.651961
sp-P15026-ISTB_PSEAI	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	4.95162e-10	153	204	0.539985	110	38	115	0.186275	0.563725
sp-P15026-ISTB_PSEAI	sp-Q8DKG1-COAE_THEEB	3.07033e-23	194	204	0.66609	136	38	156	0.186275	0.764706
sp-P15026-ISTB_PSEAI	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	6.04737e-22	193	204	0.669166	137	38	157	0.186275	0.769608
group_147	group_178	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_188	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_191	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_198	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_208	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_226	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_234	1.02818e-16	189	204	0.68714	140	161	36	0.789216	0.176471
group_147	group_24	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_241	2.86989e-15	187	204	0.68714	140	161	36	0.789216	0.176471
group_147	group_263	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_274	2.78856e-18	191	204	0.68714	140	161	36	0.789216	0.176471
group_147	group_285	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_349	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_38	5.49589e-09	168	204	0.638937	130	161	53	0.789216	0.259804
sp-P23832-SAMB_SALTM	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	1.57796e-10	167	204	0.612457	125	37	138	0.181373	0.676471
group_147	group_397	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
sp-P23832-SAMB_SALTM	sp-P43755-RIR2_HAEIN	2.57371e-10	166	204	0.609333	124	37	137	0.181373	0.671569
group_147	group_410	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_447	2.86989e-15	187	204	0.68714	140	161	36	0.789216	0.176471
sp-P23832-SAMB_SALTM	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	8.31917e-13	168	204	0.59059	120	37	131	0.181373	0.642157
sp-P23832-SAMB_SALTM	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	2.64472e-13	170	204	0.596838	122	37	133	0.181373	0.651961
group_147	group_523	1.05544e-15	188	204	0.689975	141	161	35	0.789216	0.171569
group_147	group_549	2.86989e-15	187	204	0.68714	140	161	36	0.789216	0.176471
group_147	group_566	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
sp-P23832-SAMB_SALTM	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	1.40335e-09	152	204	0.540609	110	37	115	0.181373	0.563725
sp-P23832-SAMB_SALTM	sp-Q8DKG1-COAE_THEEB	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
group_147	group_59	4.2909e-07	154	204	0.587899	120	161	71	0.789216	0.348039
sp-P23832-SAMB_SALTM	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	1.36056e-22	194	204	0.671809	137	37	157	0.181373	0.769608
group_147	group_6	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_607	2.97189e-16	188	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_608	2.79636e-17	189	204	0.681469	139	161	38	0.789216	0.186275
group_147	group_82	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	group_85	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-C0SP84-YTLA_BACSU	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-O82898-YUBF_ECO57	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	1.02818e-16	189	204	0.68714	140	161	36	0.789216	0.176471
group_147	sp-P07620-PARA_ECOLX	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-P0A248-VIRB_SHISO	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-P15026-ISTB_PSEAI	2.79636e-17	189	204	0.681469	139	161	38	0.789216	0.186275
group_147	sp-P23832-SAMB_SALTM	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-P26926-CAF1M_YERPE	2.78856e-18	191	204	0.68714	140	161	36	0.789216	0.176471
group_147	sp-P26948-CAF1_YERPE	2.78856e-18	191	204	0.68714	140	161	36	0.789216	0.176471
group_147	sp-P26949-CAF1A_YERPE	2.78856e-18	191	204	0.68714	140	161	36	0.789216	0.176471
group_147	sp-P26950-CAF1R_YERPE	2.78856e-18	191	204	0.68714	140	161	36	0.789216	0.176471
group_147	sp-P37415-YTL2_SALTY	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-P59696-T200_SALTY	1.02818e-16	189	204	0.68714	140	161	36	0.789216	0.176471
group_147	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	7.49215e-15	186	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-P76155-TFAQ_ECOLI	2.86989e-15	187	204	0.68714	140	161	36	0.789216	0.176471
group_147	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-Q1CC63-YUBL_YERPN	1.02818e-16	189	204	0.68714	140	161	36	0.789216	0.176471
group_147	sp-Q1RK58-PLD_RICBR	2.20923e-19	193	204	0.69281	141	161	34	0.789216	0.166667
group_147	sp-Q45618-TRA6_GEOSE	2.79636e-17	189	204	0.681469	139	161	38	0.789216	0.186275
group_147	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	2.79636e-17	189	204	0.681469	139	161	38	0.789216	0.186275
group_147	sp-Q47688-YKFC_ECOLI	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-Q52563-STBA_PSEUB	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-Q9S4X1-YUBE_ECOLI	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-Q9S4X2-YUBD_ECOLI	9.06506e-18	190	204	0.684304	140	161	37	0.789216	0.181373
group_147	sp-Q9ZGR8-YUBM_ECO57	1.02818e-16	189	204	0.68714	140	161	36	0.789216	0.176471
group_149	group_178	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_188	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_191	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_198	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_208	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_226	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_233	2.97322e-10	167	204	0.616013	126	136	31	0.666667	0.151961
group_149	group_234	2.09028e-13	172	204	0.607843	124	136	36	0.666667	0.176471
group_149	group_24	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_241	2.34934e-12	170	204	0.607843	124	136	36	0.666667	0.176471
group_149	group_263	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_264	1.30366e-08	164	204	0.620915	127	136	28	0.666667	0.137255
group_149	group_274	2.09028e-13	172	204	0.607843	124	136	36	0.666667	0.176471
group_149	group_277	3.79539e-07	161	204	0.625817	128	136	25	0.666667	0.122549
group_149	group_284	3.8723e-09	165	204	0.619281	126	136	29	0.666667	0.142157
group_149	group_285	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_349	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_397	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_4	1.30366e-08	164	204	0.620915	127	136	28	0.666667	0.137255
group_149	group_410	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_447	2.34934e-12	170	204	0.607843	124	136	36	0.666667	0.176471
group_149	group_523	9.86246e-13	171	204	0.609477	124	136	35	0.666667	0.171569
group_149	group_549	2.34934e-12	170	204	0.607843	124	136	36	0.666667	0.176471
group_149	group_566	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_6	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_607	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_608	8.03959e-15	174	204	0.604575	123	136	38	0.666667	0.186275
group_149	group_82	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	group_85	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	sp-C0SP84-YTLA_BACSU	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	sp-O82898-YUBF_ECO57	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	2.09028e-13	172	204	0.607843	124	136	36	0.666667	0.176471
group_149	sp-P07620-PARA_ECOLX	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	sp-P0A248-VIRB_SHISO	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
sp-P26926-CAF1M_YERPE	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	7.41132e-11	168	204	0.614187	125	36	138	0.176471	0.676471
sp-P26926-CAF1M_YERPE	sp-P43755-RIR2_HAEIN	1.21759e-10	167	204	0.611015	125	36	137	0.176471	0.671569
sp-P26926-CAF1M_YERPE	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	3.48105e-12	167	204	0.591984	121	36	131	0.176471	0.642157
sp-P26926-CAF1M_YERPE	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	1.1817e-12	169	204	0.598328	122	36	133	0.176471	0.651961
sp-P26926-CAF1M_YERPE	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	3.85839e-09	151	204	0.541234	110	36	115	0.176471	0.563725
group_149	sp-P15026-ISTB_PSEAI	8.03959e-15	174	204	0.604575	123	136	38	0.666667	0.186275
sp-P26926-CAF1M_YERPE	sp-Q8DKG1-COAE_THEEB	8.27261e-21	192	204	0.67128	137	36	156	0.176471	0.764706
group_149	sp-P23832-SAMB_SALTM	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
sp-P26926-CAF1M_YERPE	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	2.32014e-21	193	204	0.674452	138	36	157	0.176471	0.769608
group_149	sp-P26926-CAF1M_YERPE	2.09028e-13	172	204	0.607843	124	136	36	0.666667	0.176471
group_149	sp-P26948-CAF1_YERPE	2.09028e-13	172	204	0.607843	124	136	36	0.666667	0.176471
group_149	sp-P26949-CAF1A_YERPE	2.09028e-13	172	204	0.607843	124	136	36	0.666667	0.176471
group_149	sp-P26950-CAF1R_YERPE	2.09028e-13	172	204	0.607843	124	136	36	0.666667	0.176471
group_149	sp-P37415-YTL2_SALTY	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	sp-P59696-T200_SALTY	2.09028e-13	172	204	0.607843	124	136	36	0.666667	0.176471
sp-P26948-CAF1_YERPE	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	7.41132e-11	168	204	0.614187	125	36	138	0.176471	0.676471
sp-P26948-CAF1_YERPE	sp-P43755-RIR2_HAEIN	1.21759e-10	167	204	0.611015	125	36	137	0.176471	0.671569
group_149	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	5.47008e-12	169	204	0.606209	124	136	37	0.666667	0.181373
group_149	sp-P76155-TFAQ_ECOLI	2.34934e-12	170	204	0.607843	124	136	36	0.666667	0.176471
group_149	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
sp-P26948-CAF1_YERPE	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	3.48105e-12	167	204	0.591984	121	36	131	0.176471	0.642157
sp-P26948-CAF1_YERPE	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	1.1817e-12	169	204	0.598328	122	36	133	0.176471	0.651961
group_149	sp-Q1CC63-YUBL_YERPN	2.09028e-13	172	204	0.607843	124	136	36	0.666667	0.176471
group_149	sp-Q1RK58-PLD_RICBR	4.42408e-12	170	204	0.611111	125	136	34	0.666667	0.166667
group_149	sp-Q45618-TRA6_GEOSE	8.03959e-15	174	204	0.604575	123	136	38	0.666667	0.186275
group_149	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	8.03959e-15	174	204	0.604575	123	136	38	0.666667	0.186275
sp-P26948-CAF1_YERPE	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	3.85839e-09	151	204	0.541234	110	36	115	0.176471	0.563725
group_149	sp-Q47688-YKFC_ECOLI	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	sp-Q52563-STBA_PSEUB	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
sp-P26948-CAF1_YERPE	sp-Q8DKG1-COAE_THEEB	8.27261e-21	192	204	0.67128	137	36	156	0.176471	0.764706
sp-P26948-CAF1_YERPE	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	2.32014e-21	193	204	0.674452	138	36	157	0.176471	0.769608
group_149	sp-Q9S4X1-YUBE_ECOLI	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	sp-Q9S4X2-YUBD_ECOLI	4.20814e-14	173	204	0.606209	124	136	37	0.666667	0.181373
group_149	sp-Q9ZGR8-YUBM_ECO57	2.09028e-13	172	204	0.607843	124	136	36	0.666667	0.176471
sp-P26949-CAF1A_YERPE	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	7.41132e-11	168	204	0.614187	125	36	138	0.176471	0.676471
sp-P26949-CAF1A_YERPE	sp-P43755-RIR2_HAEIN	1.21759e-10	167	204	0.611015	125	36	137	0.176471	0.671569
sp-P26949-CAF1A_YERPE	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	3.48105e-12	167	204	0.591984	121	36	131	0.176471	0.642157
sp-P26949-CAF1A_YERPE	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	1.1817e-12	169	204	0.598328	122	36	133	0.176471	0.651961
sp-P26949-CAF1A_YERPE	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	3.85839e-09	151	204	0.541234	110	36	115	0.176471	0.563725
sp-P26949-CAF1A_YERPE	sp-Q8DKG1-COAE_THEEB	8.27261e-21	192	204	0.67128	137	36	156	0.176471	0.764706
sp-P26949-CAF1A_YERPE	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	2.32014e-21	193	204	0.674452	138	36	157	0.176471	0.769608
sp-P26950-CAF1R_YERPE	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	7.41132e-11	168	204	0.614187	125	36	138	0.176471	0.676471
sp-P26950-CAF1R_YERPE	sp-P43755-RIR2_HAEIN	1.21759e-10	167	204	0.611015	125	36	137	0.176471	0.671569
sp-P26950-CAF1R_YERPE	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	3.48105e-12	167	204	0.591984	121	36	131	0.176471	0.642157
sp-P26950-CAF1R_YERPE	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	1.1817e-12	169	204	0.598328	122	36	133	0.176471	0.651961
sp-P26950-CAF1R_YERPE	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	3.85839e-09	151	204	0.541234	110	36	115	0.176471	0.563725
sp-P26950-CAF1R_YERPE	sp-Q8DKG1-COAE_THEEB	8.27261e-21	192	204	0.67128	137	36	156	0.176471	0.764706
sp-P26950-CAF1R_YERPE	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	2.32014e-21	193	204	0.674452	138	36	157	0.176471	0.769608
group_15	group_81	3.03044e-13	182	204	0.67402	138	31	153	0.151961	0.75
group_15	group_91	6.13048e-11	186	204	0.728614	149	31	169	0.151961	0.828431
sp-P37415-YTL2_SALTY	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	1.57796e-10	167	204	0.612457	125	37	138	0.181373	0.676471
sp-P37415-YTL2_SALTY	sp-P43755-RIR2_HAEIN	2.57371e-10	166	204	0.609333	124	37	137	0.181373	0.671569
sp-P37415-YTL2_SALTY	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	8.31917e-13	168	204	0.59059	120	37	131	0.181373	0.642157
sp-P37415-YTL2_SALTY	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	2.64472e-13	170	204	0.596838	122	37	133	0.181373	0.651961
sp-P37415-YTL2_SALTY	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	1.40335e-09	152	204	0.540609	110	37	115	0.181373	0.563725
sp-P37415-YTL2_SALTY	sp-Q8DKG1-COAE_THEEB	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
sp-P37415-YTL2_SALTY	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	1.36056e-22	194	204	0.671809	137	37	157	0.181373	0.769608
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	1.57796e-10	167	204	0.612457	125	138	37	0.676471	0.181373
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-P59696-T200_SALTY	6.03881e-10	166	204	0.614187	125	138	36	0.676471	0.176471
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.22372e-09	165	204	0.612457	125	138	37	0.676471	0.181373
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-P76155-TFAQ_ECOLI	6.03881e-10	166	204	0.614187	125	138	36	0.676471	0.176471
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	1.57796e-10	167	204	0.612457	125	138	37	0.676471	0.181373
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-Q1CC63-YUBL_YERPN	6.03881e-10	166	204	0.614187	125	138	36	0.676471	0.176471
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-Q1RK58-PLD_RICBR	1.53565e-11	170	204	0.617647	126	138	34	0.676471	0.166667
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-Q45618-TRA6_GEOSE	3.9284e-11	168	204	0.610727	125	138	38	0.676471	0.186275
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	3.9284e-11	168	204	0.610727	125	138	38	0.676471	0.186275
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-Q47688-YKFC_ECOLI	1.57796e-10	167	204	0.612457	125	138	37	0.676471	0.181373
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-Q52563-STBA_PSEUB	1.57796e-10	167	204	0.612457	125	138	37	0.676471	0.181373
sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	sp-Q9S4X1-YUBE_ECOLI	1.57796e-10	167	204	0.612457	125	138	37	0.676471	0.181373
