Source	Target	p	successes	observations	rate	expected	total source	total target	fraction source	fraction target
group_1	group_149	2.23931e-09	165	204	0.616013	126	31	136	0.151961	0.666667
group_1	group_154	4.90691e-09	163	204	0.609189	124	31	134	0.151961	0.656863
group_1	group_159	6.91904e-16	194	204	0.735438	150	31	171	0.151961	0.838235
group_1	group_164	9.84528e-23	201	204	0.73885	151	31	172	0.151961	0.843137
group_1	group_249	1.07183e-07	154	204	0.578479	118	31	125	0.151961	0.612745
group_1	group_251	1.73071e-18	195	204	0.718378	147	31	166	0.151961	0.813725
group_1	group_252	7.85327e-08	155	204	0.581892	119	31	126	0.151961	0.617647
group_1	group_36	4.56075e-21	199	204	0.732026	149	31	170	0.151961	0.833333
group_1	group_8	3.47684e-07	150	204	0.564831	115	31	121	0.151961	0.593137
group_1	sp-P0A9K1-PHOH_ECOLI	1.1706e-07	157	204	0.59554	121	31	130	0.151961	0.637255
group_1	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	6.9698e-09	165	204	0.622837	127	31	138	0.151961	0.676471
group_1	sp-P43755-RIR2_HAEIN	1.48897e-09	166	204	0.619425	126	31	137	0.151961	0.671569
group_100	group_160	1.44071e-12	171	204	0.611399	125	41	140	0.20098	0.686275
group_447	group_45	4.10194e-19	190	204	0.67128	137	36	156	0.176471	0.764706
group_447	group_49	4.11502e-13	173	204	0.617359	126	36	139	0.176471	0.681373
group_100	group_252	2.11438e-09	157	204	0.570358	116	41	126	0.20098	0.617647
group_447	group_54	2.44764e-10	158	204	0.563437	115	36	122	0.176471	0.598039
group_447	group_57	1.56693e-26	201	204	0.706171	144	36	167	0.176471	0.818627
group_100	group_28	7.19125e-16	183	204	0.652441	133	41	154	0.20098	0.754902
group_447	group_72	1.63362e-14	176	204	0.620531	127	36	140	0.176471	0.686275
group_447	group_75	3.18546e-10	160	204	0.576125	118	36	126	0.176471	0.617647
group_447	group_77	3.50588e-23	197	204	0.693483	141	36	163	0.176471	0.79902
group_447	group_8	2.47029e-09	155	204	0.560265	114	36	121	0.176471	0.593137
group_447	group_83	3.50588e-23	197	204	0.693483	141	36	163	0.176471	0.79902
group_447	group_99	7.85683e-08	142	204	0.512687	105	36	106	0.176471	0.519608
group_447	sp-P0A9K1-PHOH_ECOLI	5.16985e-11	164	204	0.588812	120	36	130	0.176471	0.637255
group_447	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	4.10194e-19	190	204	0.67128	137	36	156	0.176471	0.764706
group_447	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	6.03881e-10	166	204	0.614187	125	36	138	0.176471	0.676471
group_447	sp-P43755-RIR2_HAEIN	9.5548e-10	165	204	0.611015	125	36	137	0.176471	0.671569
group_447	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	3.48105e-12	167	204	0.591984	121	36	131	0.176471	0.642157
group_447	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	1.1701e-11	167	204	0.598328	122	36	133	0.176471	0.651961
group_447	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	3.85839e-09	151	204	0.541234	110	36	115	0.176471	0.563725
group_447	sp-Q8DKG1-COAE_THEEB	4.10194e-19	190	204	0.67128	137	36	156	0.176471	0.764706
group_101	group_112	3.78864e-07	139	204	0.507785	104	105	48	0.514706	0.235294
group_447	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	1.31748e-19	191	204	0.674452	138	36	157	0.176471	0.769608
group_45	group_523	1.14445e-19	191	204	0.673875	137	156	35	0.764706	0.171569
group_45	group_549	4.10194e-19	190	204	0.67128	137	156	36	0.764706	0.176471
group_45	group_566	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_101	group_178	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_188	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_191	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_198	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_45	group_59	1.11529e-08	157	204	0.58045	118	156	71	0.764706	0.348039
group_101	group_208	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_213	2.0365e-08	143	204	0.509227	104	105	38	0.514706	0.186275
group_101	group_216	4.29409e-07	139	204	0.508651	104	105	42	0.514706	0.205882
group_45	group_6	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_101	group_226	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_234	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_45	group_607	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_101	group_24	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_241	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_45	group_608	3.07033e-23	194	204	0.66609	136	156	38	0.764706	0.186275
group_101	group_263	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_274	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	group_285	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_349	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_45	group_82	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_101	group_397	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_45	group_85	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_101	group_410	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_447	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	group_490	1.01921e-07	141	204	0.509227	104	105	38	0.514706	0.186275
group_101	group_52	9.55167e-07	137	204	0.504037	103	105	74	0.514706	0.362745
group_101	group_523	2.35045e-07	140	204	0.50966	104	105	35	0.514706	0.171569
group_101	group_549	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	group_566	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_597	5.06984e-07	139	204	0.509804	104	105	34	0.514706	0.166667
group_101	group_6	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_607	2.2525e-07	140	204	0.509371	104	105	37	0.514706	0.181373
group_101	group_608	1.01921e-07	141	204	0.509227	104	105	38	0.514706	0.186275
group_45	sp-C0SP84-YTLA_BACSU	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_45	sp-O82898-YUBF_ECO57	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_45	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_101	group_78	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	group_81	8.49384e-08	138	204	0.492647	101	105	153	0.514706	0.75
group_101	group_82	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_45	sp-P07620-PARA_ECOLX	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_101	group_85	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_45	sp-P0A248-VIRB_SHISO	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_101	sp-C0SP84-YTLA_BACSU	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	sp-O68770-DPO3A_YERPE	5.49539e-11	149	204	0.506344	103	105	58	0.514706	0.284314
group_101	sp-O82898-YUBF_ECO57	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_45	sp-P15026-ISTB_PSEAI	3.07033e-23	194	204	0.66609	136	156	38	0.764706	0.186275
group_45	sp-P23832-SAMB_SALTM	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_101	sp-P07620-PARA_ECOLX	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	sp-P0A043-T431_STAAM~~~sp-P0A045-T431_STAAW	5.06984e-07	139	204	0.509804	104	105	34	0.514706	0.166667
group_101	sp-P0A248-VIRB_SHISO	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_45	sp-P26926-CAF1M_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_45	sp-P26948-CAF1_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_45	sp-P26949-CAF1A_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_101	sp-P15026-ISTB_PSEAI	1.01921e-07	141	204	0.509227	104	105	38	0.514706	0.186275
group_45	sp-P26950-CAF1R_YERPE	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_101	sp-P23832-SAMB_SALTM	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	sp-P26837-YPS1_ECOLX	5.06984e-07	139	204	0.509804	104	105	34	0.514706	0.166667
group_101	sp-P26926-CAF1M_YERPE	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	sp-P26948-CAF1_YERPE	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	sp-P26949-CAF1A_YERPE	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	sp-P26950-CAF1R_YERPE	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	sp-P37415-YTL2_SALTY	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_45	sp-P37415-YTL2_SALTY	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_101	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	sp-P59696-T200_SALTY	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	sp-P62591-INT2_PSEAI	1.01921e-07	141	204	0.509227	104	105	38	0.514706	0.186275
group_45	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_45	sp-P59696-T200_SALTY	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_101	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	2.2525e-07	140	204	0.509371	104	105	37	0.514706	0.181373
group_101	sp-P76155-TFAQ_ECOLI	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	sp-Q1CC63-YUBL_YERPN	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_101	sp-Q1RK58-PLD_RICBR	5.06984e-07	139	204	0.509804	104	105	34	0.514706	0.166667
group_101	sp-Q45618-TRA6_GEOSE	1.01921e-07	141	204	0.509227	104	105	38	0.514706	0.186275
group_101	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	1.01921e-07	141	204	0.509227	104	105	38	0.514706	0.186275
group_101	sp-Q47688-YKFC_ECOLI	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	sp-Q49184-DHP1_MYCFO	5.06984e-07	139	204	0.509804	104	105	34	0.514706	0.166667
group_101	sp-Q52563-STBA_PSEUB	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_45	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.3923e-18	189	204	0.668685	136	156	37	0.764706	0.181373
group_45	sp-P76155-TFAQ_ECOLI	4.10194e-19	190	204	0.67128	137	156	36	0.764706	0.176471
group_101	sp-Q9S4X1-YUBE_ECOLI	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_45	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_101	sp-Q9S4X2-YUBD_ECOLI	4.7119e-08	142	204	0.509371	104	105	37	0.514706	0.181373
group_101	sp-Q9ZGR8-YUBM_ECO57	1.06476e-07	141	204	0.509516	104	105	36	0.514706	0.176471
group_45	sp-Q1CC63-YUBL_YERPN	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_45	sp-Q1RK58-PLD_RICBR	1.42414e-18	190	204	0.676471	138	156	34	0.764706	0.166667
group_45	sp-Q45618-TRA6_GEOSE	3.07033e-23	194	204	0.66609	136	156	38	0.764706	0.186275
group_45	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	3.07033e-23	194	204	0.66609	136	156	38	0.764706	0.186275
group_45	sp-Q47688-YKFC_ECOLI	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_45	sp-Q52563-STBA_PSEUB	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_102	group_134	7.63884e-16	177	204	0.612745	125	153	56	0.75	0.27451
group_45	sp-Q9S4X1-YUBE_ECOLI	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_45	sp-Q9S4X2-YUBD_ECOLI	5.34765e-22	193	204	0.668685	136	156	37	0.764706	0.181373
group_45	sp-Q9ZGR8-YUBM_ECO57	8.27261e-21	192	204	0.67128	137	156	36	0.764706	0.176471
group_46	group_52	3.21081e-17	156	204	0.475779	97	84	74	0.411765	0.362745
group_102	group_178	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_188	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_191	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_198	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_208	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_226	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_234	2.64274e-19	189	204	0.661765	135	153	36	0.75	0.176471
group_102	group_24	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_241	9.25964e-18	187	204	0.661765	135	153	36	0.75	0.176471
group_46	group_61	3.18485e-09	138	204	0.472318	96	84	70	0.411765	0.343137
group_102	group_263	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_274	2.64274e-19	189	204	0.661765	135	153	36	0.75	0.176471
group_102	group_285	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_46	group_87	1.37925e-07	129	204	0.450692	92	84	45	0.411765	0.220588
group_102	group_349	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_46	group_97	2.92765e-07	132	204	0.470588	96	84	68	0.411765	0.333333
group_102	group_38	2.431e-11	170	204	0.620098	127	153	53	0.75	0.259804
group_102	group_397	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_410	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_447	9.25964e-18	187	204	0.661765	135	153	36	0.75	0.176471
group_102	group_523	2.88935e-18	188	204	0.664216	136	153	35	0.75	0.171569
group_102	group_549	9.25964e-18	187	204	0.661765	135	153	36	0.75	0.176471
group_102	group_566	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_59	7.33929e-08	154	204	0.57598	118	153	71	0.75	0.348039
group_102	group_6	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_607	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_608	1.65813e-21	191	204	0.656863	134	153	38	0.75	0.186275
group_102	group_82	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	group_85	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-C0SP84-YTLA_BACSU	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-O82898-YUBF_ECO57	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	2.64274e-19	189	204	0.661765	135	153	36	0.75	0.176471
group_102	sp-P07620-PARA_ECOLX	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-P0A248-VIRB_SHISO	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-P15026-ISTB_PSEAI	1.65813e-21	191	204	0.656863	134	153	38	0.75	0.186275
group_102	sp-P23832-SAMB_SALTM	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-P26926-CAF1M_YERPE	2.64274e-19	189	204	0.661765	135	153	36	0.75	0.176471
group_102	sp-P26948-CAF1_YERPE	2.64274e-19	189	204	0.661765	135	153	36	0.75	0.176471
group_102	sp-P26949-CAF1A_YERPE	2.64274e-19	189	204	0.661765	135	153	36	0.75	0.176471
group_102	sp-P26950-CAF1R_YERPE	2.64274e-19	189	204	0.661765	135	153	36	0.75	0.176471
group_102	sp-P37415-YTL2_SALTY	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-P59696-T200_SALTY	2.64274e-19	189	204	0.661765	135	153	36	0.75	0.176471
group_102	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	2.83962e-17	186	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-P76155-TFAQ_ECOLI	9.25964e-18	187	204	0.661765	135	153	36	0.75	0.176471
group_102	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-Q1CC63-YUBL_YERPN	2.64274e-19	189	204	0.661765	135	153	36	0.75	0.176471
group_102	sp-Q1RK58-PLD_RICBR	2.88526e-17	187	204	0.666667	136	153	34	0.75	0.166667
group_102	sp-Q45618-TRA6_GEOSE	1.65813e-21	191	204	0.656863	134	153	38	0.75	0.186275
group_102	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	1.65813e-21	191	204	0.656863	134	153	38	0.75	0.186275
group_102	sp-Q47688-YKFC_ECOLI	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-Q52563-STBA_PSEUB	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-Q9S4X1-YUBE_ECOLI	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-Q9S4X2-YUBD_ECOLI	2.19933e-20	190	204	0.659314	135	153	37	0.75	0.181373
group_102	sp-Q9ZGR8-YUBM_ECO57	2.64274e-19	189	204	0.661765	135	153	36	0.75	0.176471
group_49	group_523	1.67654e-13	174	204	0.619137	126	139	35	0.681373	0.171569
group_49	group_549	4.11502e-13	173	204	0.617359	126	139	36	0.681373	0.176471
group_49	group_566	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	group_6	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	group_607	8.08711e-14	174	204	0.615581	126	139	37	0.681373	0.181373
group_49	group_608	1.50433e-14	175	204	0.613802	125	139	38	0.681373	0.186275
group_49	group_82	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	group_85	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-C0SP84-YTLA_BACSU	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-O82898-YUBF_ECO57	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	3.17804e-14	175	204	0.617359	126	139	36	0.681373	0.176471
group_49	sp-P07620-PARA_ECOLX	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-P0A248-VIRB_SHISO	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-P15026-ISTB_PSEAI	1.50433e-14	175	204	0.613802	125	139	38	0.681373	0.186275
group_49	sp-P23832-SAMB_SALTM	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_103	group_607	2.90125e-07	181	204	0.743656	152	180	37	0.882353	0.181373
group_49	sp-P26926-CAF1M_YERPE	3.17804e-14	175	204	0.617359	126	139	36	0.681373	0.176471
group_103	group_608	4.37282e-07	180	204	0.739908	151	180	38	0.882353	0.186275
group_49	sp-P26948-CAF1_YERPE	3.17804e-14	175	204	0.617359	126	139	36	0.681373	0.176471
group_49	sp-P26949-CAF1A_YERPE	3.17804e-14	175	204	0.617359	126	139	36	0.681373	0.176471
group_49	sp-P26950-CAF1R_YERPE	3.17804e-14	175	204	0.617359	126	139	36	0.681373	0.176471
group_49	sp-P37415-YTL2_SALTY	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-P59696-T200_SALTY	3.17804e-14	175	204	0.617359	126	139	36	0.681373	0.176471
group_49	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	9.85619e-13	172	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-P76155-TFAQ_ECOLI	4.11502e-13	173	204	0.617359	126	139	36	0.681373	0.176471
group_49	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-Q1CC63-YUBL_YERPN	3.17804e-14	175	204	0.617359	126	139	36	0.681373	0.176471
group_49	sp-Q1RK58-PLD_RICBR	8.37118e-13	173	204	0.620915	127	139	34	0.681373	0.166667
group_49	sp-Q45618-TRA6_GEOSE	1.50433e-14	175	204	0.613802	125	139	38	0.681373	0.186275
group_49	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	1.50433e-14	175	204	0.613802	125	139	38	0.681373	0.186275
group_49	sp-Q47688-YKFC_ECOLI	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-Q52563-STBA_PSEUB	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-Q9S4X1-YUBE_ECOLI	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-Q9S4X2-YUBD_ECOLI	5.69573e-15	176	204	0.615581	126	139	37	0.681373	0.181373
group_49	sp-Q9ZGR8-YUBM_ECO57	3.17804e-14	175	204	0.617359	126	139	36	0.681373	0.176471
group_103	sp-P15026-ISTB_PSEAI	4.37282e-07	180	204	0.739908	151	180	38	0.882353	0.186275
group_103	sp-Q1RK58-PLD_RICBR	6.11758e-07	182	204	0.754902	154	180	34	0.882353	0.166667
group_103	sp-Q45618-TRA6_GEOSE	4.37282e-07	180	204	0.739908	151	180	38	0.882353	0.186275
group_103	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	4.37282e-07	180	204	0.739908	151	180	38	0.882353	0.186275
group_498	sp-P43755-RIR2_HAEIN	8.22325e-07	161	204	0.6312	129	24	137	0.117647	0.671569
group_5	group_81	2.09397e-11	178	204	0.669118	137	33	153	0.161765	0.75
group_5	group_91	2.47665e-10	184	204	0.722174	147	33	169	0.161765	0.828431
group_500	group_57	1.60584e-08	186	204	0.759275	155	19	167	0.0931373	0.818627
group_500	group_77	9.81252e-08	182	204	0.74332	152	19	163	0.0931373	0.79902
group_500	group_83	9.81252e-08	182	204	0.74332	152	19	163	0.0931373	0.79902
group_500	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	8.56516e-07	176	204	0.719387	147	19	157	0.0931373	0.769608
group_105	group_607	4.81353e-07	180	204	0.740532	151	179	37	0.877451	0.181373
group_105	group_608	7.17204e-07	179	204	0.736832	150	179	38	0.877451	0.186275
group_105	sp-P15026-ISTB_PSEAI	7.17204e-07	179	204	0.736832	150	179	38	0.877451	0.186275
group_105	sp-Q1RK58-PLD_RICBR	9.90115e-07	181	204	0.751634	153	179	34	0.877451	0.166667
group_105	sp-Q45618-TRA6_GEOSE	7.17204e-07	179	204	0.736832	150	179	38	0.877451	0.186275
group_105	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	7.17204e-07	179	204	0.736832	150	179	38	0.877451	0.186275
group_107	group_160	2.7056e-14	173	204	0.604095	123	45	140	0.220588	0.686275
group_107	group_252	1.94535e-12	163	204	0.565744	115	45	126	0.220588	0.617647
group_107	group_28	2.96712e-18	185	204	0.642445	131	45	154	0.220588	0.754902
group_52	group_53	8.57289e-19	159	204	0.477124	97	74	85	0.362745	0.416667
group_52	group_59	2.10509e-12	143	204	0.458285	93	74	71	0.362745	0.348039
group_107	group_46	1.37925e-07	129	204	0.450692	92	45	84	0.220588	0.411765
group_107	group_53	9.83101e-08	130	204	0.453431	93	45	85	0.220588	0.416667
group_107	group_60	8.21129e-07	126	204	0.447953	91	45	83	0.220588	0.406863
group_107	group_63	8.21129e-07	126	204	0.447953	91	45	83	0.220588	0.406863
group_52	group_94	6.15218e-12	143	204	0.463668	95	74	75	0.362745	0.367647
group_52	sp-P74007-SPOT_SYNY3	2.22793e-13	148	204	0.473087	97	74	82	0.362745	0.401961
group_523	group_54	7.65251e-10	157	204	0.564398	115	35	122	0.171569	0.598039
group_523	group_57	1.31951e-27	202	204	0.709295	145	35	167	0.171569	0.818627
group_109	group_160	1.60719e-13	171	204	0.600442	122	47	140	0.230392	0.686275
group_523	group_72	8.96698e-14	175	204	0.622357	127	35	140	0.171569	0.686275
group_523	group_75	1.43255e-10	161	204	0.577278	118	35	126	0.171569	0.617647
group_523	group_77	6.03259e-24	198	204	0.696415	142	35	163	0.171569	0.79902
group_523	group_8	1.13678e-09	156	204	0.561178	114	35	121	0.171569	0.593137
group_523	group_83	6.03259e-24	198	204	0.696415	142	35	163	0.171569	0.79902
group_523	group_99	1.76468e-07	141	204	0.51288	105	35	106	0.171569	0.519608
group_109	group_252	1.11724e-11	161	204	0.563437	115	47	126	0.230392	0.617647
group_523	sp-P0A9K1-PHOH_ECOLI	2.27199e-11	165	204	0.590158	120	35	130	0.171569	0.637255
group_523	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	1.14445e-19	191	204	0.673875	137	35	156	0.171569	0.764706
group_109	group_28	2.43785e-17	183	204	0.637447	130	47	154	0.230392	0.754902
group_523	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	2.20329e-09	165	204	0.615917	126	35	138	0.171569	0.676471
group_523	sp-P43755-RIR2_HAEIN	3.38578e-09	164	204	0.612697	125	35	137	0.171569	0.671569
group_523	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	1.39267e-11	166	204	0.593378	121	35	131	0.171569	0.642157
